Country Name,Country Code,Indicator Name,Indicator Code,2017,2018,2019,2020,2021
Libia,LBY,"Exportaciones de bienes y servicios (balanza de pagos, US$ a precios actuales)",BX.GSR.GNFS.CD,18971600000,29964100000,27900600000,,
Santa Lucía,LCA,"Exportaciones de bienes y servicios (balanza de pagos, US$ a precios actuales)",BX.GSR.GNFS.CD,1036211423,1114054071,1208978883,"445965270,4","890724485,4"
América Latina y el Caribe,LCN,"Exportaciones de bienes y servicios (balanza de pagos, US$ a precios actuales)",BX.GSR.GNFS.CD,1.27437E+12,1.38035E+12,1.37201E+12,1.19148E+12,1.51888E+12
Países menos desarrollados: clasificación de las Naciones Unidas,LDC,"Exportaciones de bienes y servicios (balanza de pagos, US$ a precios actuales)",BX.GSR.GNFS.CD,2.16429E+11,2.46076E+11,2.45464E+11,2.15104E+11,
Países de ingreso bajo,LIC,"Exportaciones de bienes y servicios (balanza de pagos, US$ a precios actuales)",BX.GSR.GNFS.CD,88004268719,1.00487E+11,97880548580,97813008073,
Liechtenstein,LIE,"Exportaciones de bienes y servicios (balanza de pagos, US$ a precios actuales)",BX.GSR.GNFS.CD,,,,,
Sri Lanka,LKA,"Exportaciones de bienes y servicios (balanza de pagos, US$ a precios actuales)",BX.GSR.GNFS.CD,19084181007,20263792551,19414322724,13082799673,
Países de ingreso mediano bajo,LMC,"Exportaciones de bienes y servicios (balanza de pagos, US$ a precios actuales)",BX.GSR.GNFS.CD,1.68044E+12,1.86432E+12,1.90477E+12,1.66238E+12,2.12786E+12
Ingreso mediano y bajo,LMY,"Exportaciones de bienes y servicios (balanza de pagos, US$ a precios actuales)",BX.GSR.GNFS.CD,6.76623E+12,7.51419E+12,7.4855E+12,6.87451E+12,8.90794E+12
Lesotho,LSO,"Exportaciones de bienes y servicios (balanza de pagos, US$ a precios actuales)",BX.GSR.GNFS.CD,1061714987,1253535693,1092702862,"900702550,4",1072448965
avanzada del dividendo demográfico,LTE,"Exportaciones de bienes y servicios (balanza de pagos, US$ a precios actuales)",BX.GSR.GNFS.CD,5.87552E+12,6.58867E+12,6.52996E+12,6.30572E+12,8.06111E+12
Lituania,LTU,"Exportaciones de bienes y servicios (balanza de pagos, US$ a precios actuales)",BX.GSR.GNFS.CD,35225956372,40361411833,42275733351,41641651425,52571836079
Luxemburgo,LUX,"Exportaciones de bienes y servicios (balanza de pagos, US$ a precios actuales)",BX.GSR.GNFS.CD,1.27864E+11,1.40798E+11,1.44114E+11,1.47959E+11,1.69304E+11
Letonia,LVA,"Exportaciones de bienes y servicios (balanza de pagos, US$ a precios actuales)",BX.GSR.GNFS.CD,18812378600,21145053873,20525154835,20371892045,24862425346
"Región Administrativa Especial de Macao, China",MAC,"Exportaciones de bienes y servicios (balanza de pagos, US$ a precios actuales)",BX.GSR.GNFS.CD,40576244966,45626057701,45556533532,15806321300,
Isla de San Martín (parte francesa),MAF,"Exportaciones de bienes y servicios (balanza de pagos, US$ a precios actuales)",BX.GSR.GNFS.CD,,,,,
Marruecos,MAR,"Exportaciones de bienes y servicios (balanza de pagos, US$ a precios actuales)",BX.GSR.GNFS.CD,38836212340,43253418109,44047981176,37545355747,47077639213
Mónaco,MCO,"Exportaciones de bienes y servicios (balanza de pagos, US$ a precios actuales)",BX.GSR.GNFS.CD,,,,,
República de Moldova,MDA,"Exportaciones de bienes y servicios (balanza de pagos, US$ a precios actuales)",BX.GSR.GNFS.CD,3119410000,3452490000,3661950000,3222040000,4196800000
Madagascar,MDG,"Exportaciones de bienes y servicios (balanza de pagos, US$ a precios actuales)",BX.GSR.GNFS.CD,4147070751,4407496132,4096341576,2596970743,
Maldivas,MDV,"Exportaciones de bienes y servicios (balanza de pagos, US$ a precios actuales)",BX.GSR.GNFS.CD,3319072397,3584303217,3742126036,1786506567,3950478005
Oriente Medio y Norte de África,MEA,"Exportaciones de bienes y servicios (balanza de pagos, US$ a precios actuales)",BX.GSR.GNFS.CD,,,,,
México,MEX,"Exportaciones de bienes y servicios (balanza de pagos, US$ a precios actuales)",BX.GSR.GNFS.CD,4.37401E+11,4.8011E+11,4.92657E+11,4.34188E+11,5.21807E+11
Islas Marshall,MHL,"Exportaciones de bienes y servicios (balanza de pagos, US$ a precios actuales)",BX.GSR.GNFS.CD,"96826734,12","128903650,7",,,
 Ingreso mediano,MIC,"Exportaciones de bienes y servicios (balanza de pagos, US$ a precios actuales)",BX.GSR.GNFS.CD,6.68206E+12,7.41844E+12,7.39195E+12,6.78207E+12,8.78919E+12
Macedonia del Norte,MKD,"Exportaciones de bienes y servicios (balanza de pagos, US$ a precios actuales)",BX.GSR.GNFS.CD,6241402766,7613866177,7800355898,7189604167,9150226409
Malí,MLI,"Exportaciones de bienes y servicios (balanza de pagos, US$ a precios actuales)",BX.GSR.GNFS.CD,3413353813,4186231409,4441960880,5195546533,
